Number,Gender,Title,GivenName,MiddleInitial,Surname,MothersMaiden,Birthday,Age,BloodType,Kilograms,FeetInches
4106,female,Ms.,Lois,D,Smith,Webb,2/5/2009,7,A-,28.7,"3' 11"""
4107,female,Mrs.,Edna,C,Brown,Chandler,1/9/2004,12,O-,57.9,"5' 4"""
4108,female,Ms.,Joan,J,Yoder,Ellison,10/1/2010,6,A+,21.5,"3' 10"""
4109,female,Ms.,Jasmine,W,Arroyo,Chenault,7/17/2003,13,A+,47.6,"5' 5"""
4110,female,Ms.,Tammy,R,Willis,Dumas,5/18/2001,15,A+,75.9,"5' 8"""
4111,female,Mrs.,Virginia,O,Silver,Blacker,3/24/2005,11,O+,58.9,"4' 7"""
4112,female,Mrs.,Mary,J,Laing,Benson,7/29/1999,17,B+,43.0,"5' 4"""
4113,female,Ms.,Tammy,A,Armstrong,Monroe,5/13/2006,10,AB-,26.9,"4' 10"""
4114,female,Dr.,Annette,W,Whorton,Ramirez,3/12/2005,11,B+,47.6,"4' 5"""
4115,female,Mrs.,Janice,W,Coppedge,Luke,10/25/2001,15,O+,51.9,"4' 11"""
4116,female,Mrs.,Linda,M,Johnson,Montgomery,12/24/2013,2,A+,13.1,"2' 10"""
4117,female,Mrs.,Margaret,R,Stewart,McCoy,6/26/2001,15,O+,60.6,"5' 8"""
4118,female,Mrs.,Betty,E,Gomez,Palomares,6/28/1996,20,O+,85.2,"5' 5"""
4119,female,Ms.,Kisha,D,Knight,Lee,5/28/2009,7,A+,26.3,"3' 9"""
4120,female,Ms.,Mildred,J,Hershberger,Schaefer,8/18/2005,11,B+,51.1,"5' 0"""
4121,female,Ms.,Sally,S,Graves,Lombardo,9/10/2007,9,A+,31.9,"4' 9"""
4122,female,Ms.,Mary,K,Sprouse,Johnson,7/6/1994,22,B+,55.9,"5' 8"""
4123,female,Ms.,Jody,D,Rhyne,Cerrone,1/31/2010,6,B+,29.0,"4' 1"""
4124,female,Ms.,Dorothy,R,Donald,May,9/15/2004,12,O+,38.6,"4' 7"""
4125,female,Mrs.,Rosa,J,Penney,Young,11/8/2007,9,O+,37.2,"4' 0"""
4126,female,Mrs.,Stacey,E,Harris,Allen,6/23/2006,10,A-,46.8,"4' 3"""
4127,female,Ms.,Anna,S,Williams,Butler,11/30/1997,18,O+,79.7,"5' 9"""
4128,female,Ms.,Narcisa,C,Garcia,Wilson,4/12/2007,9,O+,37.1,"4' 2"""
4129,female,Ms.,Sara,R,Hernandez,Severson,10/18/2010,6,A+,27.0,"3' 7"""
4130,female,Mrs.,Charlene,J,Simpson,Smith,6/23/2001,15,O+,41.6,"5' 3"""
4131,female,Ms.,Jean,J,Hopper,Martinson,10/5/2006,10,B+,31.1,"4' 4"""
4132,female,Mrs.,Lillian,C,Shaw,Distefano,6/26/2002,14,O+,55.4,"5' 6"""
4133,female,Ms.,Thelma,R,Hefner,Peters,9/20/1994,22,O+,56.4,"5' 1"""
4134,female,Ms.,Shirley,L,Murray,Lewis,8/27/2011,5,B+,21.2,"3' 9"""
4135,female,Mrs.,Elizabeth,G,Young,Newsome,3/12/2007,9,A+,30.5,"4' 8"""
4136,female,Mrs.,Elva,N,McClendon,Boisvert,1/26/1998,18,B+,51.0,"5' 6"""
4137,female,Ms.,Rachel,D,Connolly,Conner,6/21/2008,8,O+,38.1,"4' 5"""
4138,female,Mrs.,Brittany,J,Leonard,Taylor,3/9/1999,17,A+,55.1,"5' 4"""
4139,female,Ms.,Josie,T,Oconnell,Novak,6/28/1994,22,A+,62.2,"5' 2"""
4140,female,Mrs.,Jackie,W,Richards,Lee,4/15/2008,8,B+,19.8,"4' 4"""
4141,female,Ms.,Rebecca,V,Wilson,Burroughs,5/23/2009,7,O+,26.7,"4' 4"""
4142,female,Ms.,Ann,K,Thoreson,Whitt,6/27/2008,8,A+,25.8,"4' 5"""
4143,female,Ms.,Maritza,D,Gaertner,Hackler,7/2/2013,3,B+,15.3,"3' 3"""
4144,female,Mrs.,Terry,S,Maldonado,Ralston,8/24/2014,2,O+,10.1,"2' 9"""
4145,female,Ms.,Delores,W,Horne,Smith,11/27/2013,2,O-,15.6,"2' 7"""
4146,female,Ms.,Debra,E,Cooper,Bowling,9/3/2013,3,AB+,15.8,"3' 3"""
4147,female,Ms.,Claire,D,Barnes,Mosely,11/23/1995,20,O+,59.4,"5' 3"""
4148,female,Ms.,Julia,A,Singh,Westover,6/27/2013,3,O+,13.5,"3' 1"""
4149,female,Ms.,Susan,A,Wright,Chang,12/13/2013,2,O+,11.7,"2' 11"""
4150,female,Dr.,Rachelle,J,Bryant,Coy,8/15/2008,8,AB+,35.3,"4' 4"""
4151,female,Ms.,Elizabeth,F,Jacks,McDaniel,3/12/2014,2,B+,11.6,"2' 9"""
4152,female,Ms.,Danielle,J,Bowers,Nantz,3/14/1997,19,O+,69.1,"5' 3"""
4153,female,Mrs.,Verla,C,Lee,Walsh,6/16/2007,9,A+,35.0,"4' 5"""
4154,female,Mrs.,Victoria,A,Williamson,Adams,6/23/2010,6,O+,26.4,"3' 10"""
4155,female,Ms.,Mary,D,Schwandt,Mattia,3/2/2009,7,O+,20.3,"4' 4"""
4156,female,Ms.,Mozell,L,Leonard,Borgen,8/16/2002,14,O+,59.2,"5' 2"""
4157,female,Ms.,Judith,J,Gove,Thompson,10/15/2012,4,AB+,19.1,"3' 6"""
4158,female,Mrs.,Patricia,M,Perry,Harriman,4/5/1999,17,O+,83.9,"5' 1"""
4159,female,Ms.,Isabel,D,Bell,Flannery,3/21/2012,4,A+,17.6,"3' 1"""
4160,female,Dr.,Candace,P,Robertson,Blankenship,3/21/2012,4,B+,13.7,"3' 4"""
4161,female,Mrs.,Lizette,T,Belin,Garrett,4/14/2009,7,B+,20.2,"4' 2"""
4162,female,Ms.,Amanda,M,Bailey,Navarro,8/14/2003,13,O+,57.6,"4' 11"""
4163,female,Mrs.,Nancy,H,Roach,Ledezma,1/26/2007,9,AB+,41.5,"4' 2"""
4164,female,Dr.,Bertha,A,Crawford,Avila,10/19/2007,9,B+,40.9,"4' 4"""
4165,female,Mrs.,Twila,D,Haile,Leonard,11/15/2007,9,B+,38.9,"4' 7"""
4166,female,Mrs.,Brenda,G,Lucas,Ramirez,10/14/2002,14,O+,45.8,"5' 6"""
4167,male,Mr.,Jeff,K,Hendrickson,Wallace,7/29/2007,9,B-,22.2,"4' 0"""
4168,female,Mrs.,Heidi,S,Young,Wagner,3/29/2014,2,A+,15.9,"2' 9"""
4169,female,Mrs.,Tam,G,Rose,Bonelli,11/22/2000,15,O+,46.1,"5' 6"""
4170,female,Ms.,Sara,S,Gardiner,Dunbar,1/18/1995,21,O+,67.4,"5' 6"""
4171,female,Ms.,Amanda,D,Woodard,Dandridge,3/7/2000,16,O+,59.2,"5' 3"""
4172,female,Mrs.,Mary,C,Oneil,Flowers,2/11/2005,11,O+,50.4,"4' 7"""
4173,female,Mrs.,Andrea,M,Watson,Stpierre,8/5/1995,21,O+,94.2,"5' 1"""
4174,female,Mrs.,Jacqueline,J,Tucker,Ellis,5/11/2007,9,O-,24.9,"4' 8"""
4175,female,Dr.,Agnes,J,Monk,Cooke,12/5/2008,7,A+,28.5,"3' 8"""
4176,female,Mrs.,Hilda,K,Griffin,Hunt,1/24/2011,5,A+,17.1,"3' 3"""
4177,female,Mrs.,Marylyn,F,Rojas,Perez,10/11/1996,20,B+,64.1,"4' 11"""
4178,female,Mrs.,Christina,V,Rowley,Garrett,11/6/2014,2,O+,13.2,"2' 9"""
4179,female,Ms.,Carol,K,Partin,Gean,1/17/2013,3,A+,15.6,"2' 10"""
4180,male,Mr.,Melvin,J,Barber,Hines,6/12/2004,12,A+,54.7,"4' 10"""
4181,female,Mrs.,Rebeca,S,McBride,Rustin,9/25/2005,11,A+,34.3,"4' 7"""
4182,female,Mrs.,Marie,M,Lewis,Goodridge,2/3/2014,2,B+,12.9,"2' 8"""
4183,female,Ms.,Lydia,J,Hotaling,Howard,1/10/2002,14,A+,68.9,"5' 0"""
4184,female,Mrs.,Lynna,T,Rivas,Davisson,4/20/2014,2,O+,12.2,"3' 0"""
4185,female,Ms.,Mary,S,Adams,Franklin,3/4/1994,22,A+,56.8,"5' 7"""
4186,female,Mrs.,Lindsay,D,Galvan,Gaeta,3/17/2011,5,O+,21.7,"3' 8"""
4187,female,Dr.,Anita,F,Lyons,Warfield,3/1/2010,6,A+,27.0,"3' 6"""
4188,female,Mrs.,Emily,T,Scott,Pelley,8/22/1995,21,O+,48.6,"5' 1"""
4189,female,Ms.,Melanie,J,Smith,Boyle,6/23/2012,4,O+,20.6,"3' 5"""
4190,female,Mrs.,Richard,I,Hopkins,Wilson,3/12/1997,19,B+,44.0,"5' 9"""
4191,female,Mrs.,Jacquelyn,T,Leonard,Hadley,12/22/1999,16,A+,44.7,"5' 3"""
4192,female,Ms.,Margaret,B,Wakefield,Croft,10/30/1996,20,A+,49.1,"5' 2"""
4193,female,Ms.,Linda,A,Couture,Smith,11/17/1996,20,A+,67.3,"5' 6"""
4194,female,Mrs.,Ruth,A,Bibby,Cassidy,8/28/2001,15,B+,60.5,"4' 11"""
4195,female,Mrs.,Kate,A,Bowers,Ashburn,8/25/2009,7,O+,23.3,"3' 10"""
4196,female,Ms.,Janice,M,Dodge,Dunagan,12/31/1996,19,B+,81.2,"5' 8"""
4197,female,Ms.,Virginia,V,Johnson,Eoff,11/6/2004,12,O+,32.1,"4' 10"""
4198,female,Ms.,Monica,G,Stillman,Renken,9/3/2014,2,B+,9.1,"2' 10"""
4199,female,Ms.,Maria,D,Godby,Tyson,7/28/2003,13,O+,47.6,"5' 3"""
4200,female,Mrs.,Dorothy,N,Armstrong,Smith,1/24/2005,11,O+,46.9,"5' 2"""
4201,female,Ms.,Benita,L,Kendall,Burns,3/1/2002,14,B+,58.6,"5' 0"""
4202,female,Mrs.,Laura,W,Perez,Sergent,11/3/1995,21,O+,81.8,"5' 2"""
4203,female,Mrs.,Brenda,M,Oneal,Range,12/19/1995,20,AB+,74.4,"5' 2"""
4204,female,Mrs.,Evelyn,D,Norman,Burks,6/24/1994,22,O+,59.0,"5' 3"""
4205,female,Ms.,Nancy,B,Simpson,Mitchell,9/24/1999,17,O+,53.5,"5' 0"""
4206,female,Mrs.,Taylor,P,Scott,Ramos,10/7/2003,13,O+,43.2,"5' 3"""
4207,female,Mrs.,Maxine,P,Underwood,Butler,4/3/2005,11,AB+,39.4,"5' 0"""
4208,female,Ms.,Michele,W,Johnson,Johansen,5/12/2000,16,O-,48.9,"5' 7"""
4209,female,Ms.,Susan,C,Baker,Singleton,5/3/1997,19,O+,55.8,"5' 6"""
4210,female,Ms.,Barbara,R,Stephens,Jones,11/10/1998,18,B+,44.8,"5' 3"""
4211,female,Ms.,Lori,R,Hornbeck,Chinn,4/20/1996,20,A+,48.3,"5' 2"""
4212,female,Ms.,Diana,L,Huddleston,Fletcher,5/20/2006,10,O+,45.9,"4' 11"""
4213,female,Mrs.,Cassandra,D,Close,Welch,3/17/2012,4,B+,12.6,"3' 5"""
4214,female,Mrs.,Michelle,S,Marin,Walker,4/30/2013,3,B+,11.7,"2' 11"""
4215,female,Mrs.,Marie,D,Simpson,Wade,5/29/1999,17,A+,44.4,"5' 1"""
4216,female,Mrs.,Andrea,P,Francis,Barron,8/2/1998,18,O+,63.1,"5' 9"""
4217,female,Ms.,Loriann,D,Gibbs,Council,1/15/2010,6,O+,17.3,"3' 6"""
4218,female,Ms.,Mary,E,Martinez,Polson,8/14/1997,19,O-,73.6,"5' 8"""
4219,female,Ms.,Karen,R,Castillo,Tozier,4/26/2012,4,B+,13.3,"3' 2"""
4220,female,Mrs.,Linda,J,Lucy,Dunn,11/19/2007,9,O+,28.1,"4' 8"""
4221,female,Mrs.,Marilyn,J,McAfee,Ragsdale,11/13/2013,3,O+,11.6,"3' 2"""
4222,female,Ms.,Belinda,J,Clark,Thompson,8/25/1999,17,A+,81.4,"5' 1"""
4223,female,Mrs.,Kathy,W,Rivera,Langley,9/26/2006,10,A+,38.2,"4' 9"""
4224,female,Mrs.,Elaine,K,Purcell,Graham,10/4/2000,16,B+,62.8,"5' 0"""
4225,female,Ms.,Nadia,J,Conner,Bogle,4/2/1999,17,A-,57.7,"5' 9"""
4226,female,Mrs.,Sarah,D,Deshotel,Brown,4/10/2009,7,O+,20.8,"3' 11"""
4227,female,Mrs.,Marjorie,R,Gong,Carpentier,11/3/2004,12,B+,59.2,"5' 5"""
4228,female,Mrs.,Theresa,R,Smith,Boyle,11/24/1999,16,O+,58.6,"5' 7"""
4229,female,Ms.,Flora,G,Nieves,Emery,5/8/1996,20,O+,79.0,"5' 3"""
4230,female,Mrs.,Sandra,R,Deas,Gomez,7/13/2009,7,O+,31.2,"4' 4"""
4231,female,Ms.,Carolyn,R,Heuer,Rhodes,7/19/2003,13,A+,61.2,"5' 2"""
4232,female,Mrs.,Elizabeth,E,Garcia,Ferguson,7/13/1996,20,AB+,89.1,"5' 4"""
4233,female,Ms.,Loyce,D,Clark,Peters,8/29/1999,17,AB-,68.1,"5' 3"""
4234,female,Mrs.,Ashlee,J,Sweetman,Gosselin,5/25/1996,20,O+,74.0,"5' 5"""
4235,female,Mrs.,Rachelle,S,Castro,Leong,1/9/2001,15,B+,72.1,"5' 3"""
4236,female,Mrs.,Kelly,M,Olsen,Cole,10/1/1999,17,O+,73.9,"5' 4"""
4237,female,Mrs.,Pearline,A,Bonenfant,Fiore,12/12/2013,2,B+,13.2,"2' 7"""
4238,female,Ms.,Becky,P,Muniz,Woolridge,7/15/1998,18,B+,64.0,"5' 2"""
4239,female,Mrs.,Tammy,M,Snider,Meighan,8/7/2009,7,A+,30.1,"3' 8"""
4240,female,Mrs.,Martha,C,Masters,Stephens,3/19/2002,14,B+,41.8,"5' 1"""
4241,female,Ms.,Corazon,C,Malec,Conner,8/25/1998,18,B+,45.9,"5' 5"""
4242,female,Mrs.,Jessica,S,Cathcart,Mitchell,6/27/1994,22,O+,46.9,"5' 7"""
4243,female,Mrs.,Kathleen,M,McKnight,Sotelo,9/10/2005,11,O+,52.3,"4' 4"""
4244,female,Mrs.,Jean,S,Douglas,Carter,5/17/2009,7,O+,23.8,"4' 2"""
4245,female,Mrs.,Bonnie,J,McCoy,Atchison,12/24/2013,2,O+,11.9,"2' 11"""
4246,female,Ms.,Valerie,T,Joiner,Veit,3/6/2004,12,O+,32.0,"5' 5"""
4247,female,Ms.,Sandy,J,Phifer,Mead,10/29/2009,7,O-,28.0,"4' 3"""
4248,female,Ms.,Monica,D,Wood,Franks,9/19/1999,17,B+,50.3,"5' 5"""
4249,female,Mrs.,Katherine,J,Pope,Whipple,12/3/2001,14,B+,42.1,"5' 0"""
4250,female,Mrs.,Mary,W,Manning,Bogue,6/27/1998,18,A+,68.2,"5' 9"""
4251,female,Mrs.,Lillian,I,McDaniel,Huffman,4/20/1994,22,B+,78.6,"5' 9"""
4252,female,Ms.,Samantha,C,Donahue,Boone,1/8/2010,6,O+,22.9,"4' 1"""
4253,female,Ms.,Mariann,R,Chapa,Seale,4/24/2013,3,A+,15.2,"3' 0"""
4254,female,Mrs.,Deidre,M,Dennis,Chin,10/25/2003,13,AB+,53.3,"4' 11"""
4255,female,Ms.,Vernie,A,Jackson,Williams,11/7/1999,17,O-,85.6,"5' 0"""
4256,female,Ms.,Lynn,R,Drew,Marsh,3/31/2006,10,A+,23.6,"4' 2"""
4257,female,Ms.,Stephanie,B,Kolb,Eaton,1/21/1999,17,B+,55.0,"5' 4"""
4258,female,Mrs.,Alisa,W,Stanberry,Bergeron,7/27/2003,13,O+,65.5,"5' 0"""
4259,female,Mrs.,Lorena,G,Coleman,Blackmon,10/17/2010,6,A+,18.0,"3' 9"""
4260,female,Mrs.,Ruth,D,Taylor,Menke,12/23/2001,14,B+,49.0,"4' 11"""
4261,female,Ms.,Olga,A,Witmer,Angle,3/11/2011,5,B+,22.6,"3' 9"""
4262,female,Ms.,Minnie,J,Simmons,Ashworth,7/31/2004,12,A+,45.3,"5' 3"""
4263,female,Mrs.,Susie,R,Stewart,Maxwell,3/9/1997,19,O+,87.8,"5' 8"""
4264,female,Mrs.,Ann,R,Larson,Jansen,10/7/2008,8,O+,27.7,"3' 11"""
4265,female,Ms.,Mamie,D,Wager,Hammers,11/8/2014,2,O+,11.6,"2' 9"""
4266,female,Mrs.,Dorothy,C,Landers,Wilkerson,8/8/2013,3,O+,11.0,"2' 11"""
4267,female,Ms.,Tabitha,J,Griffith,Person,6/9/2002,14,O+,71.2,"5' 8"""
4268,female,Mrs.,Melanie,M,Gonzalez,Barnes,3/4/1999,17,A+,53.9,"5' 8"""
4269,female,Mrs.,Rebecca,W,Striegel,Rutt,6/11/1997,19,O+,57.5,"5' 6"""
4270,female,Mrs.,Amanda,F,Davis,Galbraith,7/11/1995,21,B+,62.4,"5' 5"""
4271,female,Mrs.,Vicky,M,Rogers,Koger,6/13/2000,16,O+,72.5,"5' 8"""
4272,female,Mrs.,Margaret,J,Sine,Miller,3/17/2000,16,B+,50.4,"5' 1"""
4273,female,Mrs.,Cara,A,Griffin,Jennings,1/31/2006,10,A+,31.6,"4' 7"""
4274,male,Mr.,Stanley,S,Johnson,Pollard,9/9/1994,22,O+,59.0,"6' 0"""
4275,female,Ms.,Brenda,M,Napier,Cochran,9/17/2012,4,B+,14.8,"3' 5"""
4276,female,Ms.,Amy,E,Wall,Welker,5/28/2014,2,O+,13.2,"2' 7"""
4277,female,Ms.,Beverly,M,Day,Nealy,3/7/1999,17,O+,50.8,"5' 2"""
4278,female,Ms.,Amber,R,White,Estes,6/18/1994,22,B+,79.8,"5' 6"""
4279,male,Mr.,Dennis,E,House,Otto,3/6/1994,22,AB+,93.7,"5' 8"""
4280,female,Ms.,Tonya,C,Marsh,Rowland,7/26/2005,11,A+,55.6,"5' 2"""
4281,female,Mrs.,Patricia,S,Childs,Crisp,4/30/2011,5,O+,23.1,"3' 10"""
4282,female,Ms.,Elaine,P,Gillman,Thompson,10/30/2010,6,A+,20.6,"3' 7"""
4283,female,Ms.,Kimberly,J,Cooper,Stadler,8/20/2002,14,A+,53.4,"5' 8"""
4284,female,Ms.,Michele,B,Rivera,Hutcherson,2/23/2004,12,A+,64.7,"5' 3"""
4285,female,Mrs.,Racheal,D,Morrow,Edwards,8/12/2003,13,AB+,36.7,"5' 3"""
4286,female,Mrs.,Ann,W,Goodson,Greer,2/16/2002,14,A-,67.7,"4' 11"""
4287,female,Ms.,Belinda,R,Wall,Warren,5/29/1996,20,B+,80.9,"5' 2"""
4288,female,Ms.,Mary,W,Wilson,Morey,10/9/2006,10,O+,28.2,"4' 8"""
4289,female,Ms.,Tricia,G,Weber,Blake,3/28/1994,22,O+,98.3,"5' 4"""
4290,female,Mrs.,Julie,K,Cooper,Cox,6/24/2011,5,O+,16.9,"3' 7"""
4291,female,Mrs.,Helene,S,Washington,Webb,6/21/2013,3,O+,14.6,"3' 0"""
4292,female,Mrs.,Rosa,J,Marroquin,Wynn,6/9/1997,19,B+,60.9,"5' 3"""
4293,female,Mrs.,Lisa,K,Edick,Lamm,4/14/2001,15,O+,72.9,"5' 5"""
4294,female,Ms.,Veronica,T,Greene,Coughlin,6/12/1999,17,O+,83.4,"5' 5"""
4295,female,Mrs.,Sandra,G,Jacobs,Walters,12/21/2000,15,A+,74.6,"5' 3"""
4296,female,Mrs.,Sharon,E,Hughes,Thorn,8/31/2002,14,O+,62.9,"5' 5"""
4297,female,Mrs.,Laurie,R,Venegas,Green,6/11/2013,3,B+,13.2,"2' 11"""
4298,female,Mrs.,Deborah,C,Williams,Nowak,5/31/2006,10,B+,45.3,"4' 3"""
4299,female,Ms.,Jennifer,M,Nichols,Cook,1/26/2011,5,B+,14.0,"3' 3"""
4300,female,Mrs.,Andrea,J,Castro,Bohanan,12/28/1995,20,O+,68.5,"5' 3"""
4301,female,Ms.,Samantha,J,Williams,Martinez,8/2/2004,12,A+,43.5,"5' 4"""
4302,female,Ms.,Janelle,W,Alexander,Potts,11/5/2008,8,O+,30.8,"4' 6"""
4303,female,Ms.,Maria,R,Reyes,Sheets,5/2/2002,14,O+,74.9,"5' 0"""
4304,female,Dr.,Carol,V,Harris,Fleming,6/14/2011,5,O+,24.5,"3' 9"""
4305,female,Ms.,Trisha,H,Simmons,Whitten,2/19/1998,18,O+,79.0,"5' 0"""
4306,female,Mrs.,Michelle,O,Watson,Niles,3/2/2007,9,A+,29.0,"4' 8"""
4307,male,Mr.,Tyler,E,Featherston,Dunford,2/28/2006,10,O-,40.3,"4' 3"""
4308,female,Ms.,Jesse,M,Borden,Lyon,2/9/2007,9,B+,30.3,"4' 0"""
4309,female,Dr.,Donna,E,Morton,Peterson,9/27/1994,22,O+,58.6,"5' 5"""
4310,female,Ms.,Marie,G,Jackson,Sisneros,9/5/1999,17,A+,45.2,"5' 2"""
4311,female,Mrs.,Tiffany,J,Lewis,Legendre,2/9/1994,22,O+,82.5,"5' 6"""
4312,female,Mrs.,Kathy,J,Fuller,Carbonell,9/3/2012,4,O+,13.0,"3' 1"""
4313,female,Ms.,Laurice,J,Hamilton,Patten,5/30/2008,8,O+,20.4,"4' 1"""
4314,female,Mrs.,Faviola,E,Marin,Hensley,10/7/2003,13,O+,48.9,"4' 9"""
4315,female,Ms.,Jennifer,R,Bear,Mann,11/21/1995,21,O+,68.3,"5' 3"""
4316,female,Mrs.,Phyllis,C,Diaz,Acosta,2/14/2005,11,O+,39.1,"4' 7"""
4317,female,Mrs.,Kathleen,R,Martin,White,3/4/2005,11,A+,35.9,"4' 8"""
4318,female,Mrs.,Sonia,M,Miller,Spradlin,10/19/2014,2,O-,13.9,"2' 10"""
4319,female,Ms.,Elizabeth,T,McSherry,Dobbins,4/14/2000,16,O+,60.0,"5' 5"""
4320,female,Ms.,Sherrill,G,Jones,Meadows,7/4/2000,16,A+,74.0,"5' 1"""
4321,female,Ms.,Sandra,K,Page,Dillard,3/29/2000,16,A+,75.2,"4' 11"""
4322,female,Mrs.,Melisa,M,Glennon,Ingram,4/18/2006,10,A+,24.9,"4' 11"""
4323,female,Ms.,Marilyn,H,Goulette,Myers,1/8/2003,13,B+,63.1,"5' 6"""
4324,female,Mrs.,Wanda,C,Hernandez,Alvis,5/3/2005,11,O+,33.1,"4' 7"""
4325,female,Ms.,Katherine,J,Pearson,Ridge,1/2/2004,12,O+,44.6,"4' 10"""
4326,female,Mrs.,Olive,R,Green,Anderson,2/16/1996,20,O+,80.0,"5' 0"""
4327,female,Ms.,Susan,R,Carter,Sanders,2/6/2000,16,B+,48.6,"5' 5"""
4328,female,Ms.,Hilda,J,Moore,Hall,10/15/1994,22,A-,48.0,"5' 8"""
4329,female,Mrs.,Frances,B,Smallwood,Schillinger,1/8/2004,12,B+,38.9,"5' 4"""
4330,female,Ms.,Lynn,J,Curry,Gardner,3/29/2002,14,O+,60.4,"5' 0"""
4331,female,Mrs.,Kimberly,W,Owens,Werts,8/1/1994,22,A+,82.2,"5' 1"""
4332,female,Ms.,Ruth,J,Moore,Mandell,9/5/2010,6,B+,28.8,"3' 9"""
4333,female,Ms.,Stevie,R,Burdett,Harrison,12/3/2001,14,B+,57.9,"5' 6"""
4334,female,Ms.,Karen,W,Remillard,Curlee,4/10/2008,8,A+,36.0,"4' 6"""
4335,female,Ms.,Eunice,J,Brixey,Evans,12/25/2006,9,A+,40.3,"4' 8"""
4336,female,Mrs.,Suzanne,J,Bischof,Yocom,4/18/1998,18,B+,71.4,"5' 2"""
4337,female,Mrs.,Grace,J,Bello,Roberts,9/27/2008,8,A+,22.0,"4' 2"""
4338,female,Ms.,Donna,C,Baker,Knutson,12/3/2007,8,B+,32.2,"4' 0"""
4339,female,Mrs.,Teresa,S,Mallory,Matthews,11/9/1996,20,A+,81.9,"5' 6"""
4340,female,Mrs.,Jennifer,E,Smith,Wilkerson,6/8/2012,4,A+,17.9,"3' 4"""
4341,female,Mrs.,Mary,E,Merriman,Eaton,6/7/1994,22,A+,84.2,"5' 3"""
4342,female,Ms.,Natasha,T,Cottingham,Brown,2/12/1994,22,O+,62.2,"5' 1"""
4343,female,Ms.,Margaret,B,Johnson,Kite,7/26/2006,10,B+,49.3,"4' 4"""
4344,female,Ms.,Kris,D,Cain,Hernandez,1/11/1996,20,A+,55.5,"5' 5"""
4345,female,Ms.,Mabel,H,Alvarez,Singleton,10/25/2003,13,O+,53.9,"5' 5"""
4346,female,Ms.,Marie,B,Scott,Benoit,8/8/2009,7,A+,31.2,"3' 10"""
4347,female,Ms.,Julio,G,Guillemette,Delatorre,6/17/2005,11,O+,54.1,"4' 6"""
4348,female,Ms.,Dorothy,R,Rivera,Martinez,8/26/2012,4,O+,12.7,"3' 6"""
4349,female,Mrs.,Jill,F,Bone,Newman,6/18/1994,22,B+,96.5,"5' 6"""
4350,female,Mrs.,April,K,Manzano,Gomez,6/17/2000,16,B+,62.9,"5' 1"""
4351,female,Mrs.,Cindy,G,Limon,Caldwell,7/7/2009,7,AB+,30.8,"4' 0"""
4352,female,Mrs.,Eva,T,Winkler,Tingle,9/11/2009,7,B+,30.7,"4' 4"""
4353,female,Ms.,Wendy,T,Westerman,Martinez,7/23/2009,7,O+,28.4,"4' 2"""
4354,female,Mrs.,Selena,M,Wagner,Martinez,3/1/2004,12,O-,58.9,"5' 3"""
4355,female,Mrs.,Dionne,N,Hardy,Hoffman,8/3/1998,18,A+,87.3,"5' 7"""
4356,female,Mrs.,Delores,W,Schimmel,Collins,12/30/2000,15,AB+,79.1,"5' 7"""
4357,female,Ms.,Linda,R,Rivera,Walker,2/28/2001,15,B+,79.2,"5' 5"""
4358,female,Ms.,Consuelo,R,Huff,Jackson,7/21/2012,4,O+,13.3,"3' 3"""
4359,female,Ms.,Ruth,A,Richie,Harrison,5/3/2014,2,B-,11.2,"2' 8"""
4360,female,Ms.,Rose,J,Williams,Kehl,12/8/2001,14,A+,61.1,"5' 5"""
4361,female,Mrs.,Linda,A,Bell,Green,6/20/1999,17,B+,80.2,"5' 7"""
4362,female,Mrs.,Margaret,L,Ellison,Jeffries,8/19/2007,9,B+,28.4,"4' 1"""
4363,female,Ms.,Lucille,D,Peterman,Hendry,7/31/2003,13,O+,61.2,"4' 9"""
4364,female,Dr.,Carol,Z,Bowen,Peters,9/18/1998,18,B+,86.3,"5' 4"""
4365,female,Ms.,Cathrine,B,Jimenez,Burns,1/6/1994,22,O-,90.3,"5' 8"""
4366,female,Mrs.,Debbie,R,Sheffield,Hammack,10/5/2007,9,A-,40.7,"4' 3"""
4367,female,Mrs.,Virginia,B,Lodge,Hughes,3/14/1998,18,A+,71.2,"5' 7"""
4368,female,Ms.,Sadie,J,Mitchell,Bird,2/7/1999,17,O+,60.6,"5' 1"""
4369,female,Dr.,Lori,D,Thompson,Gallegos,12/2/2005,10,B+,43.2,"4' 11"""
4370,female,Ms.,Jean,C,McDonald,Love,10/3/1998,18,A+,61.0,"5' 7"""
4371,female,Dr.,Heidi,J,Casanova,Sligh,6/3/1997,19,A+,76.9,"4' 11"""
4372,female,Mrs.,Lisa,J,Esquibel,Walters,11/3/2011,5,O+,22.3,"3' 6"""
4373,female,Mrs.,Kathleen,C,Brooks,Rosendahl,2/28/1998,18,B+,87.1,"5' 6"""
4374,female,Ms.,Lucille,R,Martinez,Gonzalez,2/8/1999,17,A+,60.0,"5' 0"""
4375,female,Mrs.,Jo,F,Watson,Darbonne,7/29/2003,13,A+,67.7,"4' 10"""
4376,female,Mrs.,Ruby,C,Saucedo,McDermott,9/24/2002,14,B+,40.4,"5' 0"""
4377,female,Ms.,Laura,S,Lombard,Raines,3/13/1996,20,A+,74.3,"5' 3"""
4378,female,Mrs.,Myrtle,S,Stiver,Christensen,8/24/2007,9,O+,35.4,"4' 4"""
